id, label, TF
1, storwize v7000,  0.23451825915551405
2, storwize v7000.,  0.19767415754180465
3, storwize v7000 library,  0.06666666666666667
4, gc27,  0.0482419712447307
5, ibm storwize v7000,  0.040842776504541205
6, related publications product manuals,  0.03333333333333333
7, related publications product,  0.03333333333333333
8, other publications,  0.03333333333333333
9, storwize\xae v7000,  0.03333333333333333
10, guide the guide,  0.02166518122400475
11, ** empty, 0
